Keyword,EndRank,EndClicks,SearchVolume,03/2021,04/2021,05/2021,06/2021,07/2021,08/2021,09/2021,10/2021,11/2021,12/2021,01/2022,02/2022,03/2022,04/2022,05/2022,06/2022,07/2022,08/2022,09/2022,10/2022,11/2022,12/2022,01/2023,02/2023,03/2023,04/2023,05/2023,06/2023,07/2023,08/2023,09/2023,10/2023,11/2023,12/2023,01/2024,02/2024,03/2024,04/2024,05/2024,06/2024,07/2024,08/2024,09/2024,10/2024,11/2024,12/2024,description,TF-IDF_score
eastgate mall christchurch nz,94,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,94.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016875406835113803
table 8.1,8,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,19.0,,,18.0,,15.0,,15.0,,11.0,,8.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016003099840346882
criminal charges list nz,12,0,0.0,,12.0,,,13.0,,13.0,,12.0,,12.0,,,13.0,,12.0,,10.0,10.0,,11.0,11.0,,13.0,7.0,,10.0,,12.0,11.0,,,38.0,,23.0,,,10.0,,,23.0,,32.0,,,12.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017195511253866361
breath test for alcohol,41,0,0.0,,,,,,,,,,,,,,,,,,21.0,,18.0,19.0,,30.0,,26.0,,,22.0,35.0,,39.0,,,,,,,,,,,,,59.0,,41.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017080214501145978
money send,33,0,0.0,,,,,,,23.0,,,,,37.0,,,21.0,,19.0,42.0,,43.0,23.0,,,,,25.0,,,,21.0,,21.0,25.0,,30.0,,,,,,,,33.0,,33.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001740967422771932
auckland to kaikohe,55,0,0.0,,31.0,,,47.0,,57.0,,,,,69.0,,,67.0,,68.0,,,87.0,81.0,,,,,86.0,,81.0,,,,,61.0,,,,,62.0,,61.0,,40.0,,,,55.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018068475253831765
kiingitanga,15,0,0.0,,,,,10.0,,8.0,,9.0,,6.0,,,8.0,,6.0,,8.0,15.0,,19.0,,24.0,15.0,,16.0,21.0,,13.0,14.0,,12.0,13.0,,14.0,,,,19.0,,13.0,,16.0,,15.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015669264941884174
restraining order nz,36,0,0.0,,,,,16.0,17.0,,23.0,,,20.0,,,16.0,15.0,,16.0,,15.0,13.0,,16.0,15.0,,15.0,,,21.0,,23.0,25.0,,22.0,,29.0,33.0,,25.0,,38.0,,31.0,,39.0,,36.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016537852977003247
adair nz,5,0,0.0,,55.0,,,23.0,,,,,49.0,,,,,,,,,,,,,,,,,,,,,14.0,,12.0,18.0,,19.0,,18.0,,8.0,,4.0,,3.0,,5.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016283306147943032
how to find someone in new zealand,9,0,0.0,,,,,,,,,,,,,,,,,12.0,,63.0,48.0,,46.0,55.0,,44.0,,64.0,13.0,,13.0,20.0,,18.0,,19.0,54.0,,22.0,,,,17.0,,16.0,,9.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001800190902976278
ebail nz,1,0,0.0,,1.0,,,1.0,,1.0,,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,,1.0,,,,,,1.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016283306147943032
what self-defence weapons are legal in nz,42,0,0.0,,36.0,,,22.0,,24.0,,34.0,,41.0,,,,36.0,,41.0,36.0,,34.0,45.0,,47.0,53.0,,47.0,,49.0,51.0,,57.0,,45.0,58.0,,58.0,,48.0,,52.0,,41.0,,40.0,,42.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018103745783826421
eastgate christchurch,52,0,0.0,,,70.0,,66.0,,,64.0,,59.0,,67.0,,,,,,,,,,,,,,,,,,,87.0,,83.0,,80.0,,,83.0,,58.0,,60.0,,78.0,,52.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016888347839143707
readycloud video,3,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,3.0,,2.0,,2.0,,2.0,,3.0,,3.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015308262337460467
home hub dominion road,68,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001638798464253262
citizenship application status nz,66,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,52.0,,,,66.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016817124457786093
new zealand police dogs,40,0,0.0,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,28.0,29.0,,42.0,,32.0,,28.0,,27.0,,47.0,,40.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017382996658520755
mount eden auckland parking,74,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,81.0,,,,,,,,,,,,,74.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017107774919406988
cd shop christchurch,73,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,62.0,,73.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015898616566580907
sending money,30,0,0.0,,45.0,,,42.0,,22.0,,17.0,,,14.0,,,20.0,,17.0,25.0,,28.0,,,,15.0,,14.0,,,,,,,,,,,,36.0,,,,,,25.0,,30.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016612414538451248
new zealand 0800 numbers,73,0,0.0,,,,,41.0,,63.0,,62.0,,37.0,,,32.0,,34.0,,40.0,28.0,,25.0,,,20.0,,22.0,,23.0,,39.0,,,,,,,,,,60.0,,,60.0,,,73.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017268534302413384
camping te kauwhata,75,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015857645256239575
tumu group,65,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015308262337460467
trustee account,32,0,0.0,,,,,,,,,,,,,,33.0,,42.0,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016151339219044726
tauranga to te awamutu,83,0,0.0,,28.0,,,21.0,,47.0,,,,,,,,51.0,,52.0,46.0,,88.0,,,,,,,,,,73.0,,,,36.0,49.0,,51.0,,74.0,,,,,,,83.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017921636413249517
vdo vdo,59,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,80.0,,61.0,,68.0,,59.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0011045816609560708
flight attendant salary nz per hour,42,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017150895962179007
mangere law centre,72,0,0.0,,,,,,,82.0,,74.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016840835844661977
what bank is 03 nz,18,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,15.0,20.0,,23.0,,29.0,,17.0,,16.0,,16.0,,18.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017731704211997044
salisbury street foundation,14,0,0.0,,,,,,33.0,,,22.0,,,,,,27.0,,28.0,28.0,,39.0,,,,,,35.0,,,,,,,18.0,27.0,,,,23.0,,18.0,,31.0,,,,14.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015432137235515157
wellbeing psychology,79,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,79.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015872006479668956
doc christchurch,86,0,0.0,,72.0,,,,,,,,,47.0,,,39.0,,44.0,,32.0,45.0,,,,,58.0,,,,,,,45.0,74.0,,,,,,,,,,,,,,86.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018175744418291423
rd nz,51,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,51.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016856592640680785
ensors road,1,0,0.0,,,,,1.0,,,1.0,,1.0,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001575117514181251
getting married in new zealand for foreigners,82,0,0.0,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,82.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001731990549378588
hawkes bay dhb vacancies,44,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,55.0,,44.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001805040245288372
tāngata whaikaha,8,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,,9.0,10.0,,10.0,13.0,,13.0,,,,7.0,,8.0,,8.0,,8.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015167281579833555
suicide helpline nz,70,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,,,,,,,,,90.0,,,,,,70.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016535405407190169
quarantine officer nz,81,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016489930785682355
new plymouth population 2024,67,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017514358476179313
study to be a counsellor nz,79,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016498902472205394
people safety,20,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016599916277251295
māori population in new zealand,53,0,0.0,,,,,,,,,,,,,,59.0,57.0,,54.0,,57.0,40.0,,,,39.0,43.0,,65.0,35.0,,49.0,42.0,,44.0,,43.0,50.0,,,,58.0,,,,58.0,,53.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018093792919116798
mt auckland,30,0,0.0,,41.0,,,38.0,,28.0,,38.0,,,,,,26.0,,27.0,30.0,,26.0,32.0,,34.0,,29.0,32.0,,31.0,34.0,,29.0,,25.0,,26.0,22.0,,84.0,,,,22.0,,36.0,,30.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018868003150112624
deported from new zealand,12,0,0.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,8.0,,8.0,8.0,,5.0,,9.0,,20.0,,10.0,,12.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016740148312045652
greerton community hall,71,0,0.0,,,,,,,,,,,,,,,,,,,,,11.0,,13.0,10.0,,17.0,,,,,,,,41.0,,38.0,,,,,,,,71.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015768192531712096
wanganui furniture,81,0,0.0,,56.0,,,,,,,,,,,,,,,,,,,21.0,39.0,,33.0,30.0,,28.0,,,,,,,,,,,,,,,,,,,81.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001566556586630198
nomads gang nz,4,0,0.0,,,,,,,,,,,,,,,,,,,,30.0,,29.0,33.0,,29.0,,30.0,20.0,,24.0,19.0,,25.0,,37.0,36.0,,39.0,,41.0,,33.0,,28.0,,4.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016505207675175657
can you get a benefit while on home detention,3,0,0.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,3.0,,3.0,,3.0,,3.0,,4.0,,4.0,,3.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001781028789915179
cv check auckland,96,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016478579046849831
things to do in chch this weekend,91,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017556062072675359
whanganui supermarket,67,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016402265143238247
someone from new zealand,66,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,76.0,91.0,,,,,,,,66.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017502598166056855
gary gerbes,17,0,0.0,,,,,7.0,,,,10.0,,,,8.0,,8.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,12.0,,,,17.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0014918969616879029
young motherhood,7,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015167281579833555
internship psychology,4,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,12.0,,4.0,,4.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016604436613472287
hamish day,81,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.00156481018132392
new lynn community centre,27,0,0.0,,,,,94.0,,,97.0,,,13.0,,,13.0,,10.0,8.0,,10.0,9.0,,4.0,16.0,,21.0,,23.0,18.0,,10.0,10.0,,7.0,,9.0,,,9.0,,23.0,,14.0,,,,27.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017705213546643707
doe education,14,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,14.0,,15.0,,14.0,,43.0,,18.0,,14.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015832628463131682
waitemata nz,72,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,78.0,67.0,,85.0,,75.0,,,,72.0,,75.0,,72.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016614364732829316
xmas lunch christchurch,82,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,87.0,,82.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016460227992811422
financial year nz,79,0,0.0,,,,,,,,,,,,,,,,,,,,94.0,,53.0,46.0,,83.0,,,44.0,,60.0,55.0,,57.0,71.0,,66.0,,,,,,72.0,,63.0,,79.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016700690087193312
hr salary nz,63,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,74.0,,75.0,,69.0,,,,,,,,,,,,,63.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017148538913084974
railside nz,8,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,11.0,,,,6.0,,7.0,,9.0,,6.0,,7.0,,5.0,,8.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016614364732829314
new zealand disability strategy,11,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,77.0,,17.0,13.0,,13.0,13.0,,14.0,,16.0,,14.0,,12.0,,11.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016298975427612708
alcoholics anonymous invercargill,86,0,0.0,,81.0,,,,,,,,,,,,,69.0,,,,46.0,42.0,,36.0,55.0,,54.0,,57.0,56.0,,49.0,56.0,,53.0,,61.0,74.0,,57.0,,81.0,,73.0,,73.0,,86.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016436077299345926
whose number is this nz,57,0,0.0,,,,,,15.0,,28.0,,,24.0,,,32.0,,29.0,30.0,,44.0,23.0,,50.0,48.0,,81.0,,49.0,31.0,,52.0,32.0,,30.0,,29.0,36.0,,28.0,,20.0,,24.0,,26.0,,57.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017473633969362083
mount eden postcode,22,0,0.0,,36.0,,,,37.0,,37.0,,,36.0,,,31.0,,40.0,35.0,,,,,,,,,,,,,,,,24.0,,29.0,36.0,,,,33.0,,30.0,,27.0,,22.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001764760470007887
population of new zealand 2024,88,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,88.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017816999794018653
volunteering nz,34,0,0.0,,,,,37.0,40.0,,54.0,,,,,,43.0,,34.0,28.0,,22.0,26.0,,18.0,,25.0,51.0,,51.0,,,18.0,18.0,,30.0,,24.0,31.0,,28.0,,15.0,,24.0,,,34.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017834923553120198
volunteering in nz,59,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,44.0,,,,,59.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018300197213304485
papatoetoe postal code,44,0,0.0,,,,,,,,,,,67.0,,,61.0,,,57.0,,,,,42.0,,,,,,48.0,,45.0,34.0,,30.0,,63.0,50.0,,,,45.0,,36.0,,34.0,,44.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016670224616405216
westpac invercargill,39,0,0.0,,,,,40.0,42.0,,41.0,,,33.0,,,39.0,44.0,,44.0,,49.0,39.0,,45.0,42.0,,42.0,,40.0,41.0,,44.0,39.0,,37.0,61.0,,55.0,,42.0,,39.0,,41.0,,34.0,,39.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017974596792048724
henry rongomau bennett centre,73,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015665611488273519
psychologist dunedin,87,0,0.0,,,,,,,,62.0,,,61.0,,,,,,,,29.0,,,,,25.0,,55.0,,,,,90.0,,99.0,,,,,,,,,,,,,87.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001784517002483971
whanganui police,74,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001758356237159308
postcode for onehunga auckland new zealand,47,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018160998065392317
bed bath and beyond catalogue nz,49,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,34.0,,49.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016235855136880143
community work 0800 number,1,0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018157056696781484
nz interview questions,52,0,0.0,,,,,,,,,,,,,,13.0,14.0,,19.0,,27.0,13.0,,27.0,25.0,,40.0,,35.0,51.0,,67.0,66.0,,70.0,,,,,,,71.0,,57.0,,,,52.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016553150511351693
where is hawera,70,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,95.0,,70.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016623675298886133
stormtrooper gang nz,23,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,25.0,,,,,,,,,,,,27.0,,,,,,23.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016505207675175657
police code nz,17,0,0.0,,,,,36.0,,,47.0,,48.0,,,,39.0,,,,,47.0,34.0,,35.0,33.0,,37.0,,37.0,31.0,,,,,,,,,,23.0,,40.0,,40.0,,24.0,,17.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018651349996826503
news updates,73,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,56.0,,,,,,,,,83.0,,,,73.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015864668205019335
citizens advice bureau otahuhu,28,0,0.0,,,40.0,,,20.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001649511251503349
regulatory review committee,80,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015766699091424815
upper hutt postcode nz,87,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,34.0,,52.0,46.0,,36.0,,33.0,,,,,,87.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017819871241738807
hawkes bay to auckland,96,0,0.0,,63.0,,,,,,,,,,,,,,,,,,,,,,,61.0,70.0,,72.0,,69.0,59.0,,59.0,,68.0,,,,,,,,,94.0,,96.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018387047929816836
pasifika patterns,63,0,0.0,,48.0,,,49.0,,42.0,,36.0,,43.0,,,57.0,,44.0,,39.0,37.0,,39.0,42.0,,44.0,62.0,,60.0,,,48.0,,54.0,54.0,,54.0,61.0,,65.0,,,61.0,,63.0,,63.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001516728157983356
work agency,43,0,0.0,,,,,,,,,,,,,,,,,78.0,55.0,,61.0,21.0,,,,,84.0,,,,,31.0,,35.0,,46.0,45.0,,73.0,,,,,,50.0,,43.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001677979596266135
